order_id,order_date,region,sales_rep,customer_segment,product_category,product_name,units,unit_price,discount_pct,revenue,returned
ORD-002165,2025-09-28,West,D. Rossi,Enterprise,Accessories,Laptop Sleeve,5,78.68,0.141,337.93,No
ORD-002166,2025-09-28,South,M. Okafor,SMB,Software,FlowSuite License,1,134.6,0.072,124.91,No
ORD-002167,2025-09-28,East,L. Nguyen,SMB,Hardware,Nimbus Monitor,1,1023.64,0.064,958.13,No
ORD-002168,2025-09-28,North,R. Diaz,SMB,Hardware,Falcon Laptop,2,1843.03,0.042,3531.25,No
ORD-002169,2025-09-29,West,T. Brooks,SMB,Accessories,Webcam HD,4,32.92,0.001,131.55,No
ORD-002170,2025-09-29,South,S. Patel,SMB,Accessories,Webcam HD,1,100.87,0.039,96.94,No
ORD-002171,2025-09-29,North,A. Chen,Mid-Market,Accessories,Webcam HD,3,46.87,0.074,130.2,No
ORD-002172,2025-09-29,North,R. Diaz,Enterprise,Software,DataLens License,3,423.61,0.22,991.25,No
ORD-002173,2025-09-29,South,M. Okafor,Mid-Market,Software,SecureGuard License,2,477.25,0.031,924.91,No
ORD-002174,2025-09-29,North,R. Diaz,Enterprise,Accessories,USB-C Hub,5,100.51,0.031,486.97,No
ORD-002175,2025-09-29,East,L. Nguyen,SMB,Accessories,Wireless Mouse,1,89.12,0.054,84.31,No
ORD-002176,2025-09-30,East,J. Kim,SMB,Software,FlowSuite License,1,303.29,0.032,293.58,No
ORD-002177,2025-09-30,East,L. Nguyen,SMB,Accessories,USB-C Hub,3,17.92,0.022,52.58,Yes
ORD-002178,2025-09-30,West,D. Rossi,Enterprise,Software,DataLens License,3,582.76,0.106,1562.96,No
ORD-002179,2025-09-30,East,J. Kim,Mid-Market,Hardware,Titan Desktop,2,1773.82,0.093,3217.71,No
ORD-002180,2025-09-30,North,A. Chen,Mid-Market,Accessories,Wireless Mouse,6,87.94,0.114,467.49,No
ORD-002181,2025-09-30,West,D. Rossi,Mid-Market,Services,Priority Support,1,1172.87,0.12,1032.13,No
ORD-002182,2025-09-30,East,L. Nguyen,Mid-Market,Hardware,Falcon Laptop,1,1650.1,0.098,1488.39,No
ORD-002183,2025-09-30,North,R. Diaz,Mid-Market,Accessories,Laptop Sleeve,5,28.37,0.121,124.69,No
ORD-002184,2025-10-01,North,R. Diaz,SMB,Hardware,Titan Desktop,1,910.53,0.048,866.82,No
ORD-002185,2025-10-01,South,M. Okafor,SMB,Software,FlowSuite License,2,557.64,0.041,1069.55,No
ORD-002186,2025-10-01,West,D. Rossi,Enterprise,Software,FlowSuite License,1,417.28,0.155,352.6,No
ORD-002187,2025-10-01,South,M. Okafor,SMB,Accessories,Wireless Mouse,2,47.66,0.057,89.89,No
ORD-002188,2025-10-01,West,D. Rossi,SMB,Hardware,Titan Desktop,1,1245.23,0.073,1154.33,No
ORD-002189,2025-10-01,West,T. Brooks,Mid-Market,Software,DataLens License,4,542.34,0.087,1980.63,No
ORD-002190,2025-10-01,North,R. Diaz,Mid-Market,Accessories,Webcam HD,3,15.45,0.077,42.78,No
ORD-002191,2025-10-01,East,L. Nguyen,Mid-Market,Services,Priority Support,1,799.72,0.056,754.94,No
ORD-002192,2025-10-01,South,S. Patel,SMB,Software,FlowSuite License,1,542.92,0.017,533.69,No
ORD-002193,2025-10-01,West,T. Brooks,Mid-Market,Software,DataLens License,3,575.74,0.034,1668.49,No
ORD-002194,2025-10-01,East,L. Nguyen,Enterprise,Services,Custom Training,1,1341.69,0.05,1274.61,No
ORD-002195,2025-10-01,East,J. Kim,Enterprise,Hardware,Nimbus Monitor,1,2381.61,0.145,2036.28,No
ORD-002196,2025-10-02,East,L. Nguyen,Enterprise,Services,Priority Support,1,466.11,0.108,415.77,No
ORD-002197,2025-10-02,West,T. Brooks,Mid-Market,Software,DataLens License,1,566.87,0.06,532.86,No
ORD-002198,2025-10-02,West,D. Rossi,Enterprise,Services,Priority Support,1,399.03,0.009,395.44,No
ORD-002199,2025-10-02,North,R. Diaz,SMB,Software,FlowSuite License,1,473.66,0.009,469.4,No
ORD-002200,2025-10-02,West,D. Rossi,Mid-Market,Software,DataLens License,1,252.0,0.096,227.81,No
ORD-002201,2025-10-02,North,R. Diaz,SMB,Software,SecureGuard License,1,434.85,0.006,432.24,No
ORD-002202,2025-10-02,West,T. Brooks,Mid-Market,Accessories,Wireless Mouse,3,27.84,0.09,76.0,Yes
ORD-002203,2025-10-02,West,D. Rossi,Mid-Market,Hardware,Titan Desktop,1,1845.04,0.026,1797.07,No
ORD-002204,2025-10-02,South,M. Okafor,Mid-Market,Services,Priority Support,2,715.66,0.125,1252.4,No
ORD-002205,2025-10-02,West,D. Rossi,SMB,Services,Priority Support,4,1484.94,0.011,5874.42,No
ORD-002206,2025-10-02,East,J. Kim,Enterprise,Accessories,USB-C Hub,2,108.77,0.043,208.19,No
ORD-002207,2025-10-02,East,L. Nguyen,Enterprise,Accessories,Webcam HD,8,34.64,0.125,242.48,No
ORD-002208,2025-10-03,East,J. Kim,SMB,Hardware,Falcon Laptop,1,1277.64,0.034,1234.2,No
ORD-002209,2025-10-03,South,S. Patel,SMB,Software,DataLens License,3,311.08,0.032,903.38,No
ORD-002210,2025-10-03,East,J. Kim,SMB,Accessories,Webcam HD,1,117.91,0.08,108.48,No
ORD-002211,2025-10-03,East,L. Nguyen,Mid-Market,Hardware,Nimbus Monitor,1,1251.76,0.023,1222.97,No
ORD-002212,2025-10-03,North,A. Chen,SMB,Services,Custom Training,1,642.5,0.004,639.93,No
ORD-002213,2025-10-03,North,A. Chen,Mid-Market,Hardware,Nimbus Monitor,1,2465.27,0.03,2391.31,No
ORD-002214,2025-10-03,North,R. Diaz,SMB,Accessories,Wireless Mouse,4,36.27,0.078,133.76,No
ORD-002215,2025-10-03,South,M. Okafor,SMB,Software,FlowSuite License,2,277.3,0.06,521.32,No
ORD-002216,2025-10-03,East,L. Nguyen,SMB,Services,Priority Support,1,1329.33,0.024,1297.43,No
ORD-002217,2025-10-03,West,T. Brooks,Mid-Market,Software,DataLens License,1,372.74,0.005,370.88,No
ORD-002218,2025-10-03,North,A. Chen,Enterprise,Hardware,Nimbus Monitor,1,1247.41,0.233,956.76,No
ORD-002219,2025-10-03,South,M. Okafor,Mid-Market,Hardware,Titan Desktop,3,1586.06,0.02,4663.02,No
ORD-002220,2025-10-03,North,A. Chen,SMB,Hardware,Nimbus Monitor,5,1626.65,0.005,8092.58,No
ORD-002221,2025-10-03,East,L. Nguyen,Mid-Market,Services,Priority Support,4,1439.41,0.062,5400.67,No
ORD-002222,2025-10-03,West,D. Rossi,SMB,Accessories,Laptop Sleeve,1,84.47,0.058,79.57,No
ORD-002223,2025-10-03,South,S. Patel,Mid-Market,Accessories,Laptop Sleeve,5,93.97,0.096,424.74,No
ORD-002224,2025-10-04,West,D. Rossi,Mid-Market,Software,FlowSuite License,1,481.91,0.082,442.39,No
ORD-002225,2025-10-04,West,D. Rossi,SMB,Services,Priority Support,2,1411.33,0.032,2732.33,No
ORD-002226,2025-10-04,West,T. Brooks,Mid-Market,Accessories,Webcam HD,1,93.27,0.145,79.75,Yes
ORD-002227,2025-10-04,South,S. Patel,Mid-Market,Accessories,Webcam HD,1,43.97,0.014,43.35,No
ORD-002228,2025-10-04,North,A. Chen,SMB,Hardware,Nimbus Monitor,4,2053.88,0.058,7739.02,No
ORD-002229,2025-10-04,North,A. Chen,SMB,Services,Custom Training,1,747.2,0.021,731.51,No
ORD-002230,2025-10-04,East,J. Kim,SMB,Accessories,Wireless Mouse,3,62.06,0.074,172.4,No
ORD-002231,2025-10-04,West,T. Brooks,SMB,Services,Custom Training,1,752.57,0.077,694.62,No
ORD-002232,2025-10-04,North,A. Chen,Enterprise,Accessories,Wireless Mouse,2,81.01,0.245,122.33,No
ORD-002233,2025-10-05,North,A. Chen,Enterprise,Accessories,Wireless Mouse,2,69.25,0.096,125.2,No
ORD-002234,2025-10-05,East,J. Kim,SMB,Accessories,Wireless Mouse,6,44.4,0.004,265.33,No
ORD-002235,2025-10-05,South,S. Patel,Mid-Market,Accessories,Wireless Mouse,2,59.18,0.071,109.96,No
ORD-002236,2025-10-05,East,J. Kim,SMB,Services,Custom Training,1,1030.38,0.028,1001.53,No
ORD-002237,2025-10-05,South,S. Patel,Enterprise,Accessories,Laptop Sleeve,5,117.07,0.225,453.65,No
ORD-002238,2025-10-05,North,R. Diaz,Enterprise,Accessories,Wireless Mouse,2,71.71,0.14,123.34,No
ORD-002239,2025-10-05,South,M. Okafor,Mid-Market,Services,Custom Training,1,490.72,0.104,439.69,No
ORD-002240,2025-10-05,West,T. Brooks,Mid-Market,Hardware,Nimbus Monitor,1,1471.71,0.022,1439.33,No
ORD-002241,2025-10-05,North,A. Chen,SMB,Hardware,Nimbus Monitor,1,919.13,0.004,915.45,No
ORD-002242,2025-10-06,North,R. Diaz,SMB,Accessories,Wireless Mouse,4,64.95,0.004,258.76,No
ORD-002243,2025-10-06,West,T. Brooks,Mid-Market,Hardware,Titan Desktop,1,2385.64,0.12,2099.36,No
ORD-002244,2025-10-06,South,S. Patel,Enterprise,Accessories,Webcam HD,3,77.31,0.032,224.51,Yes
ORD-002245,2025-10-06,East,J. Kim,Enterprise,Services,Priority Support,1,663.96,0.039,638.07,No
ORD-002246,2025-10-06,West,D. Rossi,Enterprise,Software,FlowSuite License,1,284.04,0.162,238.03,No
ORD-002247,2025-10-06,East,L. Nguyen,Mid-Market,Software,FlowSuite License,1,466.6,0.045,445.6,Yes
ORD-002248,2025-10-06,North,R. Diaz,SMB,Accessories,USB-C Hub,3,25.63,0.023,75.12,No
ORD-002249,2025-10-06,North,A. Chen,Mid-Market,Software,SecureGuard License,2,346.09,0.073,641.65,No
ORD-002250,2025-10-07,North,A. Chen,SMB,Services,Priority Support,2,461.57,0.007,916.68,No
ORD-002251,2025-10-07,North,A. Chen,Mid-Market,Software,DataLens License,1,379.01,0.078,349.45,No
ORD-002252,2025-10-07,South,M. Okafor,Enterprise,Hardware,Nimbus Monitor,1,2348.82,0.121,2064.61,No
ORD-002253,2025-10-07,South,M. Okafor,SMB,Hardware,Nimbus Monitor,1,2458.04,0.074,2276.15,No
ORD-002254,2025-10-07,North,A. Chen,SMB,Accessories,USB-C Hub,4,17.7,0.047,67.47,No
ORD-002255,2025-10-07,East,J. Kim,SMB,Accessories,Webcam HD,4,61.93,0.031,240.04,No
ORD-002256,2025-10-07,East,L. Nguyen,Mid-Market,Accessories,USB-C Hub,1,92.04,0.072,85.41,No
ORD-002257,2025-10-07,South,S. Patel,Mid-Market,Software,SecureGuard License,3,372.92,0.11,995.7,No
ORD-002258,2025-10-08,West,T. Brooks,Mid-Market,Software,SecureGuard License,4,374.8,0.132,1301.31,No
ORD-002259,2025-10-08,East,J. Kim,SMB,Services,Priority Support,1,776.46,0.006,771.8,No
ORD-002260,2025-10-08,North,A. Chen,Mid-Market,Services,Priority Support,1,1287.01,0.14,1106.83,No
ORD-002261,2025-10-08,East,J. Kim,SMB,Hardware,Falcon Laptop,5,958.3,0.06,4504.01,Yes
ORD-002262,2025-10-08,South,M. Okafor,Mid-Market,Software,FlowSuite License,3,335.76,0.137,869.28,Yes
ORD-002263,2025-10-09,West,T. Brooks,Mid-Market,Hardware,Nimbus Monitor,2,2024.74,0.139,3486.6,No
ORD-002264,2025-10-09,East,J. Kim,SMB,Services,Priority Support,3,562.16,0.031,1634.2,No
ORD-002265,2025-10-09,North,A. Chen,Enterprise,Hardware,Nimbus Monitor,2,2448.67,0.087,4471.27,No
ORD-002266,2025-10-09,North,R. Diaz,Mid-Market,Services,Custom Training,1,328.53,0.144,281.22,No
ORD-002267,2025-10-09,North,A. Chen,Mid-Market,Hardware,Nimbus Monitor,3,1657.93,0.101,4471.44,No
ORD-002268,2025-10-09,North,A. Chen,SMB,Hardware,Nimbus Monitor,1,1491.47,0.063,1397.51,No
ORD-002269,2025-10-09,East,L. Nguyen,SMB,Software,FlowSuite License,1,493.14,0.011,487.72,No
ORD-002270,2025-10-09,West,T. Brooks,Mid-Market,Hardware,Falcon Laptop,1,1257.65,0.059,1183.45,No
ORD-002271,2025-10-09,North,A. Chen,SMB,Accessories,Wireless Mouse,2,102.95,0.072,191.08,No
ORD-002272,2025-10-09,West,T. Brooks,Enterprise,Hardware,Falcon Laptop,1,1278.55,0.058,1204.39,No
ORD-002273,2025-10-09,North,R. Diaz,Mid-Market,Software,SecureGuard License,1,352.15,0.14,302.85,No
ORD-002274,2025-10-09,South,S. Patel,Mid-Market,Software,SecureGuard License,1,569.55,0.101,512.03,No
ORD-002275,2025-10-09,South,S. Patel,Enterprise,Hardware,Titan Desktop,1,2353.18,0.218,1840.19,No
ORD-002276,2025-10-09,South,M. Okafor,Enterprise,Software,SecureGuard License,3,191.48,0.241,436.0,No
ORD-002277,2025-10-10,West,T. Brooks,SMB,Hardware,Titan Desktop,2,1914.22,0.021,3748.04,No
ORD-002278,2025-10-10,South,M. Okafor,SMB,Accessories,Wireless Mouse,4,46.34,0.056,174.98,No
ORD-002279,2025-10-10,West,D. Rossi,SMB,Software,FlowSuite License,4,512.08,0.058,1929.52,No
ORD-002280,2025-10-10,West,T. Brooks,SMB,Services,Priority Support,3,1191.85,0.061,3357.44,No
ORD-002281,2025-10-10,East,J. Kim,Mid-Market,Software,DataLens License,3,483.16,0.112,1287.14,No
ORD-002282,2025-10-10,East,L. Nguyen,Mid-Market,Software,SecureGuard License,3,561.21,0.024,1643.22,No
ORD-002283,2025-10-10,West,D. Rossi,SMB,Services,Onboarding Package,3,1453.04,0.076,4027.83,No
ORD-002284,2025-10-10,East,J. Kim,Mid-Market,Accessories,USB-C Hub,1,69.45,0.089,63.27,No
ORD-002285,2025-10-10,South,M. Okafor,SMB,Hardware,Nimbus Monitor,1,967.71,0.055,914.49,No
ORD-002286,2025-10-10,West,D. Rossi,SMB,Hardware,Titan Desktop,1,1134.89,0.046,1082.69,No
ORD-002287,2025-10-10,West,D. Rossi,SMB,Hardware,Nimbus Monitor,1,1387.95,0.01,1374.07,No
ORD-002288,2025-10-10,East,J. Kim,SMB,Services,Priority Support,2,1003.88,0.068,1871.23,No
ORD-002289,2025-10-11,South,M. Okafor,Mid-Market,Services,Onboarding Package,1,397.51,0.101,357.36,No
ORD-002290,2025-10-11,North,R. Diaz,Mid-Market,Services,Custom Training,1,1039.83,0.02,1019.03,No
ORD-002291,2025-10-11,West,D. Rossi,Mid-Market,Services,Priority Support,3,981.02,0.043,2816.51,No
ORD-002292,2025-10-11,North,A. Chen,Enterprise,Hardware,Falcon Laptop,4,2410.82,0.143,8264.29,No
ORD-002293,2025-10-11,South,M. Okafor,SMB,Accessories,Wireless Mouse,1,48.45,0.013,47.82,No
ORD-002294,2025-10-11,North,R. Diaz,Mid-Market,Accessories,Webcam HD,3,42.84,0.009,127.36,No
ORD-002295,2025-10-11,West,D. Rossi,Mid-Market,Software,FlowSuite License,2,289.8,0.07,539.03,No
ORD-002296,2025-10-11,East,L. Nguyen,Enterprise,Hardware,Nimbus Monitor,2,1221.31,0.184,1993.18,No
ORD-002297,2025-10-11,East,J. Kim,SMB,Hardware,Nimbus Monitor,1,2100.68,0.027,2043.96,No
ORD-002298,2025-10-11,South,M. Okafor,Mid-Market,Hardware,Nimbus Monitor,3,902.84,0.061,2543.3,No
ORD-002299,2025-10-11,South,S. Patel,SMB,Hardware,Titan Desktop,3,1954.87,0.067,5471.68,No
ORD-002300,2025-10-11,East,L. Nguyen,Enterprise,Software,DataLens License,3,473.5,0.136,1227.31,No
ORD-002301,2025-10-12,East,L. Nguyen,Mid-Market,Accessories,USB-C Hub,1,27.96,0.029,27.15,No
ORD-002302,2025-10-12,West,T. Brooks,Enterprise,Accessories,USB-C Hub,1,38.13,0.246,28.75,No
ORD-002303,2025-10-12,South,M. Okafor,Mid-Market,Accessories,Webcam HD,4,25.86,0.103,92.79,No
ORD-002304,2025-10-12,South,M. Okafor,SMB,Software,FlowSuite License,3,209.25,0.008,622.73,No
ORD-002305,2025-10-12,East,J. Kim,Mid-Market,Hardware,Nimbus Monitor,1,1991.87,0.127,1738.9,No
ORD-002306,2025-10-12,North,R. Diaz,Enterprise,Software,DataLens License,6,445.6,0.227,2066.69,No
ORD-002307,2025-10-12,South,M. Okafor,SMB,Software,SecureGuard License,1,555.87,0.032,538.08,No
ORD-002308,2025-10-12,North,R. Diaz,Mid-Market,Accessories,Webcam HD,3,41.36,0.04,119.12,No
ORD-002309,2025-10-12,East,L. Nguyen,Enterprise,Accessories,USB-C Hub,3,61.48,0.046,175.96,No
ORD-002310,2025-10-12,East,J. Kim,Enterprise,Hardware,Titan Desktop,3,913.58,0.06,2576.3,No
ORD-002311,2025-10-12,North,R. Diaz,SMB,Services,Priority Support,3,1213.91,0.055,3441.43,No
ORD-002312,2025-10-12,East,J. Kim,SMB,Accessories,Webcam HD,3,101.66,0.046,290.95,No
ORD-002313,2025-10-12,East,L. Nguyen,SMB,Software,DataLens License,2,382.89,0.011,757.36,No
ORD-002314,2025-10-12,West,D. Rossi,Enterprise,Services,Custom Training,1,847.85,0.223,658.78,No
ORD-002315,2025-10-13,North,A. Chen,Enterprise,Accessories,Wireless Mouse,3,34.53,0.147,88.36,No
ORD-002316,2025-10-13,South,S. Patel,Mid-Market,Accessories,USB-C Hub,1,112.43,0.114,99.61,No
ORD-002317,2025-10-13,South,S. Patel,Mid-Market,Hardware,Titan Desktop,3,1439.63,0.106,3861.09,No
ORD-002318,2025-10-13,North,A. Chen,SMB,Services,Custom Training,1,1012.53,0.036,976.08,No
ORD-002319,2025-10-13,South,M. Okafor,SMB,Hardware,Falcon Laptop,3,2210.86,0.037,6387.17,No
ORD-002320,2025-10-13,South,M. Okafor,SMB,Accessories,Webcam HD,1,59.22,0.046,56.5,No
ORD-002321,2025-10-13,North,R. Diaz,SMB,Software,FlowSuite License,2,339.99,0.0,679.98,No
ORD-002322,2025-10-13,North,R. Diaz,Enterprise,Software,DataLens License,2,134.39,0.131,233.57,No
ORD-002323,2025-10-13,South,M. Okafor,Mid-Market,Software,SecureGuard License,1,174.31,0.099,157.05,No
ORD-002324,2025-10-13,East,J. Kim,Mid-Market,Services,Priority Support,1,1137.48,0.037,1095.39,No
ORD-002325,2025-10-14,East,L. Nguyen,SMB,Services,Onboarding Package,1,458.08,0.046,437.01,No
ORD-002326,2025-10-14,East,L. Nguyen,Mid-Market,Services,Custom Training,1,1085.74,0.019,1065.11,No
ORD-002327,2025-10-14,South,S. Patel,Mid-Market,Accessories,USB-C Hub,2,72.23,0.037,139.11,Yes
ORD-002328,2025-10-14,West,D. Rossi,Mid-Market,Accessories,Laptop Sleeve,3,41.33,0.1,111.59,No
ORD-002329,2025-10-14,South,S. Patel,Mid-Market,Hardware,Nimbus Monitor,1,2406.06,0.052,2280.94,No
ORD-002330,2025-10-14,East,J. Kim,Mid-Market,Services,Onboarding Package,2,358.58,0.062,672.7,No
ORD-002331,2025-10-14,South,S. Patel,SMB,Hardware,Titan Desktop,1,2030.68,0.076,1876.35,No
ORD-002332,2025-10-14,North,A. Chen,Mid-Market,Software,FlowSuite License,1,426.15,0.012,421.04,No
ORD-002333,2025-10-14,South,S. Patel,Mid-Market,Software,FlowSuite License,6,364.04,0.105,1954.89,No
ORD-002334,2025-10-14,East,L. Nguyen,Mid-Market,Accessories,Wireless Mouse,3,88.09,0.083,242.34,No
ORD-002335,2025-10-14,East,J. Kim,Enterprise,Hardware,Nimbus Monitor,1,1879.46,0.21,1484.77,No
ORD-002336,2025-10-14,South,S. Patel,Enterprise,Accessories,Webcam HD,3,34.75,0.15,88.61,Yes
ORD-002337,2025-10-14,West,T. Brooks,SMB,Software,DataLens License,2,405.44,0.01,802.77,No
ORD-002338,2025-10-15,North,R. Diaz,SMB,Hardware,Nimbus Monitor,1,1807.24,0.029,1754.83,No
ORD-002339,2025-10-15,East,L. Nguyen,Mid-Market,Software,DataLens License,3,272.04,0.011,807.14,No
ORD-002340,2025-10-15,East,L. Nguyen,Mid-Market,Accessories,Webcam HD,1,93.85,0.111,83.43,No
ORD-002341,2025-10-15,West,D. Rossi,Enterprise,Hardware,Nimbus Monitor,2,2399.16,0.154,4059.38,No
ORD-002342,2025-10-15,East,L. Nguyen,SMB,Accessories,USB-C Hub,2,24.12,0.071,44.81,Yes
ORD-002343,2025-10-15,West,D. Rossi,Mid-Market,Software,FlowSuite License,2,417.47,0.034,806.55,No
ORD-002344,2025-10-15,South,M. Okafor,SMB,Software,DataLens License,1,307.79,0.066,287.48,No
ORD-002345,2025-10-15,South,S. Patel,Enterprise,Hardware,Falcon Laptop,1,1354.72,0.15,1151.51,No
ORD-002346,2025-10-15,East,L. Nguyen,SMB,Software,FlowSuite License,1,195.89,0.031,189.82,No
ORD-002347,2025-10-15,North,A. Chen,Mid-Market,Software,SecureGuard License,1,414.86,0.035,400.34,No
ORD-002348,2025-10-15,West,T. Brooks,Mid-Market,Accessories,Laptop Sleeve,1,36.44,0.113,32.32,No
ORD-002349,2025-10-15,North,R. Diaz,Mid-Market,Hardware,Nimbus Monitor,1,935.36,0.023,913.85,No
ORD-002350,2025-10-16,West,T. Brooks,SMB,Hardware,Falcon Laptop,1,1197.9,0.042,1147.59,No
ORD-002351,2025-10-16,South,M. Okafor,Mid-Market,Hardware,Nimbus Monitor,2,2254.95,0.128,3932.63,No
ORD-002352,2025-10-16,East,L. Nguyen,SMB,Services,Priority Support,1,958.5,0.056,904.82,No
ORD-002353,2025-10-16,West,T. Brooks,Mid-Market,Services,Onboarding Package,1,459.25,0.075,424.81,No
ORD-002354,2025-10-16,North,R. Diaz,SMB,Software,FlowSuite License,1,166.32,0.06,156.34,No
ORD-002355,2025-10-16,East,J. Kim,SMB,Software,DataLens License,2,596.82,0.045,1139.93,No
ORD-002356,2025-10-17,North,R. Diaz,Mid-Market,Services,Onboarding Package,1,527.18,0.099,474.99,No
ORD-002357,2025-10-17,East,L. Nguyen,SMB,Software,SecureGuard License,2,434.24,0.027,845.03,No
ORD-002358,2025-10-17,East,J. Kim,SMB,Software,DataLens License,1,499.19,0.024,487.21,No
ORD-002359,2025-10-17,East,L. Nguyen,SMB,Accessories,Webcam HD,3,31.11,0.034,90.16,No
ORD-002360,2025-10-17,East,L. Nguyen,Enterprise,Accessories,Webcam HD,4,27.15,0.038,104.47,No
ORD-002361,2025-10-17,North,A. Chen,SMB,Software,SecureGuard License,1,207.8,0.055,196.37,No
ORD-002362,2025-10-17,North,R. Diaz,Mid-Market,Hardware,Nimbus Monitor,2,991.04,0.103,1777.93,No
ORD-002363,2025-10-17,East,L. Nguyen,Enterprise,Accessories,Webcam HD,3,68.58,0.098,185.58,No
ORD-002364,2025-10-17,West,D. Rossi,SMB,Software,SecureGuard License,1,355.16,0.002,354.45,No
ORD-002365,2025-10-17,West,T. Brooks,Enterprise,Accessories,Laptop Sleeve,4,58.83,0.064,220.26,No
ORD-002366,2025-10-17,East,J. Kim,SMB,Hardware,Nimbus Monitor,1,1334.57,0.051,1266.51,No
ORD-002367,2025-10-17,East,L. Nguyen,Mid-Market,Hardware,Titan Desktop,3,1919.18,0.041,5521.48,No
ORD-002368,2025-10-17,West,D. Rossi,Mid-Market,Accessories,USB-C Hub,5,117.54,0.138,506.6,No
ORD-002369,2025-10-18,West,T. Brooks,SMB,Software,DataLens License,1,346.55,0.061,325.41,No
ORD-002370,2025-10-18,East,J. Kim,SMB,Software,FlowSuite License,1,452.95,0.058,426.68,No
ORD-002371,2025-10-18,East,J. Kim,Mid-Market,Software,DataLens License,2,515.88,0.003,1028.66,No
ORD-002372,2025-10-18,East,L. Nguyen,SMB,Hardware,Titan Desktop,2,1595.68,0.058,3006.26,No
ORD-002373,2025-10-18,East,L. Nguyen,SMB,Services,Custom Training,3,974.62,0.054,2765.97,No
ORD-002374,2025-10-18,South,S. Patel,SMB,Software,DataLens License,1,215.51,0.034,208.18,No
ORD-002375,2025-10-18,East,L. Nguyen,SMB,Software,FlowSuite License,1,446.97,0.052,423.73,No
ORD-002376,2025-10-18,East,J. Kim,Enterprise,Services,Custom Training,1,1016.62,0.193,820.41,No
ORD-002377,2025-10-18,North,R. Diaz,SMB,Software,SecureGuard License,1,489.17,0.041,469.11,No
ORD-002378,2025-10-19,North,A. Chen,SMB,Accessories,USB-C Hub,1,111.89,0.08,102.94,No
ORD-002379,2025-10-19,West,T. Brooks,Enterprise,Software,SecureGuard License,1,124.16,0.031,120.31,No
ORD-002380,2025-10-19,West,D. Rossi,Mid-Market,Hardware,Falcon Laptop,3,1621.15,0.126,4250.66,No
ORD-002381,2025-10-19,West,D. Rossi,Mid-Market,Software,SecureGuard License,1,262.87,0.136,227.12,No
ORD-002382,2025-10-19,West,T. Brooks,Mid-Market,Accessories,Wireless Mouse,1,98.25,0.068,91.57,No
ORD-002383,2025-10-19,North,R. Diaz,Mid-Market,Accessories,Wireless Mouse,3,44.01,0.016,129.92,No
ORD-002384,2025-10-19,North,R. Diaz,Enterprise,Hardware,Falcon Laptop,1,1984.6,0.216,1555.93,No
ORD-002385,2025-10-19,West,T. Brooks,SMB,Software,FlowSuite License,1,246.73,0.051,234.15,No
ORD-002386,2025-10-19,West,D. Rossi,SMB,Software,DataLens License,1,373.69,0.063,350.15,No
ORD-002387,2025-10-19,West,D. Rossi,SMB,Hardware,Falcon Laptop,1,2391.42,0.063,2240.76,No
ORD-002388,2025-10-19,North,R. Diaz,SMB,Hardware,Titan Desktop,2,1754.42,0.072,3256.2,No
ORD-002389,2025-10-20,South,S. Patel,SMB,Hardware,Titan Desktop,4,2276.78,0.051,8642.66,No
ORD-002390,2025-10-20,East,J. Kim,SMB,Accessories,Webcam HD,4,80.45,0.066,300.56,No
ORD-002391,2025-10-20,North,R. Diaz,SMB,Services,Custom Training,1,351.12,0.025,342.34,No
ORD-002392,2025-10-20,South,S. Patel,Enterprise,Accessories,USB-C Hub,4,96.8,0.228,298.92,No
ORD-002393,2025-10-20,North,A. Chen,SMB,Software,FlowSuite License,1,476.44,0.069,443.57,No
ORD-002394,2025-10-20,East,L. Nguyen,SMB,Accessories,USB-C Hub,4,59.1,0.004,235.45,No
ORD-002395,2025-10-20,East,J. Kim,Enterprise,Accessories,Wireless Mouse,6,117.74,0.042,676.77,No
ORD-002396,2025-10-20,West,D. Rossi,Mid-Market,Hardware,Nimbus Monitor,1,2135.89,0.047,2035.5,No
ORD-002397,2025-10-20,West,T. Brooks,SMB,Hardware,Nimbus Monitor,2,1007.84,0.065,1884.66,No
ORD-002398,2025-10-20,East,J. Kim,SMB,Accessories,USB-C Hub,1,63.72,0.011,63.02,No
ORD-002399,2025-10-20,North,R. Diaz,Enterprise,Accessories,Webcam HD,4,115.84,0.073,429.53,No
ORD-002400,2025-10-20,East,L. Nguyen,Mid-Market,Software,SecureGuard License,2,394.46,0.144,675.32,No
ORD-002401,2025-10-20,West,T. Brooks,Mid-Market,Hardware,Titan Desktop,2,1455.42,0.071,2704.17,No
ORD-002402,2025-10-20,North,R. Diaz,SMB,Services,Custom Training,1,895.66,0.046,854.46,No
ORD-002403,2025-10-20,East,J. Kim,SMB,Software,SecureGuard License,2,378.64,0.031,733.8,No
ORD-002404,2025-10-20,North,R. Diaz,Mid-Market,Hardware,Nimbus Monitor,2,1759.53,0.115,3114.37,No
ORD-002405,2025-10-21,North,R. Diaz,SMB,Services,Onboarding Package,1,763.15,0.056,720.41,No
ORD-002406,2025-10-21,East,J. Kim,SMB,Accessories,Wireless Mouse,2,58.62,0.057,110.56,No
ORD-002407,2025-10-21,South,M. Okafor,Mid-Market,Services,Custom Training,1,617.97,0.105,553.08,No
ORD-002408,2025-10-21,South,S. Patel,SMB,Software,SecureGuard License,1,320.59,0.038,308.41,No
